Date,Product,Category,Country,Revenue,Quantity,Cost,Customer_Segment
2024-10-02,Denim Jacket,Apparel,Italy,2707.37,29,1392.77,Online
2024-10-02,Running Shoes Pro,Footwear,Spain,1214.63,13,560.94,Wholesale
2024-10-02,Wireless Earbuds,Electronics,Italy,4235.17,33,2004.01,In-Store
2024-10-02,Cotton T-Shirt,Apparel,Portugal,37.84,2,15.81,Online
2024-10-02,Cotton T-Shirt,Apparel,France,302.68,15,118.34,Online
2024-10-02,Running Shoes Pro,Footwear,Portugal,1088.83,13,543.29,Online
2024-10-02,Denim Jacket,Apparel,Portugal,3036.24,37,1860.66,Online
2024-10-02,Cotton T-Shirt,Apparel,France,297.93,13,105.34,Online
2024-10-02,Wireless Earbuds,Electronics,Germany,1848.96,15,917.69,In-Store
2024-10-03,Denim Jacket,Apparel,Netherlands,2494.65,24,1195.18,Wholesale
2024-10-03,Trail Sneakers,Footwear,Germany,1743.81,23,794.67,Online
2024-10-03,Wireless Earbuds,Electronics,Italy,3012.14,22,1290.56,Online
2024-10-03,Wireless Earbuds,Electronics,Italy,1054.74,9,549.19,In-Store
2024-10-03,Yoga Mat,Fitness,Italy,314.68,10,143.14,Wholesale
2024-10-03,Yoga Mat,Fitness,France,1672.51,46,623.77,In-Store
2024-10-03,Smartwatch Lite,Electronics,Netherlands,6363.32,45,3299.69,In-Store
2024-10-03,Smartwatch Lite,Electronics,Italy,713.11,5,371.45,Online
2024-10-03,Adjustable Dumbbells,Fitness,Germany,2550.85,13,1492.29,Wholesale
2024-10-03,Adjustable Dumbbells,Fitness,Netherlands,10130.98,53,5777.07,Wholesale
2024-10-03,Running Shoes Pro,Footwear,Germany,722.52,9,385.87,Online
2024-10-03,Yoga Mat,Fitness,Italy,580.83,17,246.63,In-Store
2024-10-04,Yoga Mat,Fitness,France,288.82,8,107.64,In-Store
2024-10-04,Adjustable Dumbbells,Fitness,Italy,4223.85,23,2642.75,Online
2024-10-04,Running Shoes Pro,Footwear,Spain,2740.66,29,1218.23,Wholesale
2024-10-04,Running Shoes Pro,Footwear,France,982.9,12,500.05,Online
2024-10-04,Trail Sneakers,Footwear,France,1496.37,22,750.96,In-Store
2024-10-04,Wireless Earbuds,Electronics,Spain,4065.13,31,1876.5,In-Store
2024-10-04,Cotton T-Shirt,Apparel,France,195.67,10,78.91,Wholesale
2024-10-04,Trail Sneakers,Footwear,Germany,1350.84,18,598.5,Wholesale
2024-10-04,Wireless Earbuds,Electronics,Spain,3849.24,28,1650.77,Online
2024-10-04,Denim Jacket,Apparel,France,1915.5,20,977.08,In-Store
2024-10-04,Running Shoes Pro,Footwear,France,1990.65,24,1008.25,Online
2024-10-04,Running Shoes Pro,Footwear,Spain,2073.76,25,1083.77,In-Store
2024-10-04,Wireless Earbuds,Electronics,Germany,1225.8,10,621.04,In-Store
2024-10-05,Adjustable Dumbbells,Fitness,Italy,2399.51,13,1468.95,Wholesale
2024-10-05,Wireless Earbuds,Electronics,Italy,2455.27,20,1169.68,Online
2024-10-05,Denim Jacket,Apparel,Italy,4041.93,46,2316.58,In-Store
2024-10-05,Smartwatch Lite,Electronics,Netherlands,4249.29,25,1949.97,Wholesale
2024-10-05,Running Shoes Pro,Footwear,Germany,767.74,10,423.97,In-Store
2024-10-05,Adjustable Dumbbells,Fitness,Portugal,2200.2,11,1212.88,In-Store
2024-10-05,Wireless Earbuds,Electronics,France,1699.15,15,920.81,In-Store
2024-10-05,Smartwatch Lite,Electronics,Italy,3203.03,21,1652.25,Wholesale
2024-10-05,Smartwatch Lite,Electronics,Germany,4430.68,26,1858.91,Wholesale
2024-10-06,Denim Jacket,Apparel,Germany,1292.63,16,755.15,Wholesale
2024-10-06,Wireless Earbuds,Electronics,Germany,5912.61,45,2706.78,Wholesale
2024-10-06,Adjustable Dumbbells,Fitness,Germany,11529.8,52,5474.13,Online
2024-10-06,Yoga Mat,Fitness,Portugal,1165.1,36,492.69,In-Store
2024-10-06,Adjustable Dumbbells,Fitness,Italy,2958.55,15,1654.1,In-Store
2024-10-06,Trail Sneakers,Footwear,France,615.27,9,312.65,Online
2024-10-07,Running Shoes Pro,Footwear,Germany,3525.23,40,1756.82,Online
2024-10-07,Yoga Mat,Fitness,Spain,556.12,16,233.5,In-Store
2024-10-07,Trail Sneakers,Footwear,France,993.99,15,537.16,In-Store
2024-10-07,Denim Jacket,Apparel,Germany,1203.84,13,621.66,Wholesale
2024-10-07,Cotton T-Shirt,Apparel,France,782.44,41,334.94,Wholesale
2024-10-07,Denim Jacket,Apparel,Germany,1511.06,15,714.25,Online
2024-10-07,Yoga Mat,Fitness,Spain,587.63,16,215.27,Wholesale
2024-10-07,Smartwatch Lite,Electronics,Netherlands,5762.65,38,2848.98,Online
2024-10-08,Smartwatch Lite,Electronics,Germany,6975.7,44,3194.49,In-Store
2024-10-08,Running Shoes Pro,Footwear,Netherlands,1923.2,23,960.14,In-Store
2024-10-08,Yoga Mat,Fitness,Italy,152.69,5,67.01,Wholesale
2024-10-08,Trail Sneakers,Footwear,Germany,2162.12,31,1088.75,Online
2024-10-08,Adjustable Dumbbells,Fitness,Netherlands,5055.05,22,2456.33,Online
2024-10-08,Denim Jacket,Apparel,France,2477.77,26,1284.32,In-Store
2024-10-08,Smartwatch Lite,Electronics,Italy,3994.38,25,1803.06,Wholesale
2024-10-08,Denim Jacket,Apparel,Portugal,2252.07,23,1073.63,In-Store
2024-10-09,Wireless Earbuds,Electronics,Italy,4511.69,32,1952.83,Online
2024-10-09,Wireless Earbuds,Electronics,Spain,3509.04,25,1516.91,Wholesale
2024-10-09,Cotton T-Shirt,Apparel,Germany,155.17,7,55.13,In-Store
2024-10-09,Trail Sneakers,Footwear,Portugal,763.29,12,430.65,Online
2024-10-09,Wireless Earbuds,Electronics,Germany,1001.06,8,503.89,Online
2024-10-09,Yoga Mat,Fitness,Netherlands,560.42,15,218.76,In-Store
2024-10-09,Yoga Mat,Fitness,France,552.26,18,263.72,Wholesale
2024-10-09,Wireless Earbuds,Electronics,France,4372.04,31,1890.06,Wholesale
2024-10-09,Adjustable Dumbbells,Fitness,France,1786.04,8,914.83,In-Store
2024-10-09,Running Shoes Pro,Footwear,Germany,3254.26,34,1448.33,In-Store
2024-10-09,Wireless Earbuds,Electronics,France,699.45,6,350.68,In-Store
2024-10-09,Cotton T-Shirt,Apparel,Netherlands,233.53,10,76.07,In-Store
2024-10-09,Wireless Earbuds,Electronics,Portugal,2535.52,19,1144.66,In-Store
2024-10-09,Smartwatch Lite,Electronics,Germany,6257.74,38,2865.77,Wholesale
2024-10-10,Denim Jacket,Apparel,Portugal,2710.96,27,1251.06,Online
2024-10-10,Denim Jacket,Apparel,Portugal,2655.01,27,1267.81,In-Store
2024-10-10,Cotton T-Shirt,Apparel,Portugal,555.74,24,199.29,Online
2024-10-10,Cotton T-Shirt,Apparel,Netherlands,80.77,4,31.98,Wholesale
2024-10-10,Running Shoes Pro,Footwear,France,793.12,9,372.73,In-Store
2024-10-10,Yoga Mat,Fitness,Italy,1518.19,44,585.5,Online
2024-10-10,Running Shoes Pro,Footwear,Netherlands,1535.9,16,675.81,In-Store
2024-10-10,Yoga Mat,Fitness,Italy,154.59,5,69.05,In-Store
2024-10-10,Trail Sneakers,Footwear,Spain,1497.98,20,700.98,Online
2024-10-10,Smartwatch Lite,Electronics,Netherlands,3834.51,26,2035.14,In-Store
2024-10-10,Yoga Mat,Fitness,France,264.99,8,114.29,In-Store
2024-10-11,Running Shoes Pro,Footwear,Portugal,2060.57,22,963.77,Online
2024-10-11,Denim Jacket,Apparel,Portugal,1358.87,14,641.43,Wholesale
2024-10-11,Cotton T-Shirt,Apparel,Spain,445.71,19,156.89,In-Store
2024-10-11,Adjustable Dumbbells,Fitness,Italy,2310.0,11,1270.28,Online
2024-10-11,Denim Jacket,Apparel,France,1215.68,13,633.6,Wholesale
2024-10-11,Yoga Mat,Fitness,Spain,281.23,8,106.53,In-Store
2024-10-11,Smartwatch Lite,Electronics,France,6099.55,38,2842.82,In-Store
2024-10-11,Wireless Earbuds,Electronics,Spain,3001.25,24,1425.32,In-Store
2024-10-11,Denim Jacket,Apparel,Portugal,1142.2,11,538.99,Wholesale
2024-10-12,Denim Jacket,Apparel,France,686.13,8,369.74,Wholesale
2024-10-12,Denim Jacket,Apparel,Spain,960.42,10,463.88,Online
2024-10-12,Denim Jacket,Apparel,Portugal,4494.47,55,2649.74,Wholesale
2024-10-13,Smartwatch Lite,Electronics,Italy,1430.06,10,731.77,Wholesale
2024-10-13,Running Shoes Pro,Footwear,France,2993.31,33,1425.08,In-Store
2024-10-13,Wireless Earbuds,Electronics,Italy,2114.68,15,892.79,Online
2024-10-13,Running Shoes Pro,Footwear,Portugal,1024.26,11,469.08,Wholesale
2024-10-13,Running Shoes Pro,Footwear,France,3253.2,37,1507.61,Wholesale
2024-10-13,Adjustable Dumbbells,Fitness,Germany,4836.41,24,2705.89,Online
2024-10-13,Smartwatch Lite,Electronics,Italy,4808.37,31,2394.31,In-Store
2024-10-13,Trail Sneakers,Footwear,Portugal,713.87,11,368.34,In-Store
2024-10-13,Adjustable Dumbbells,Fitness,Germany,3986.51,18,1884.81,Wholesale
2024-10-13,Wireless Earbuds,Electronics,Portugal,1342.49,12,744.73,In-Store
2024-10-13,Cotton T-Shirt,Apparel,Italy,1231.68,51,392.97,Wholesale
2024-10-14,Trail Sneakers,Footwear,Italy,2023.0,30,1081.65,In-Store
2024-10-14,Adjustable Dumbbells,Fitness,France,3909.88,21,2209.03,Online
2024-10-14,Adjustable Dumbbells,Fitness,Italy,8688.53,45,4761.45,In-Store
2024-10-14,Cotton T-Shirt,Apparel,Spain,44.83,2,15.71,In-Store
2024-10-14,Smartwatch Lite,Electronics,France,8312.69,53,4021.54,Online
2024-10-14,Smartwatch Lite,Electronics,Portugal,5311.12,34,2671.61,Online
2024-10-14,Running Shoes Pro,Footwear,France,2651.24,28,1205.34,In-Store
2024-10-14,Running Shoes Pro,Footwear,Italy,2608.09,30,1250.47,Online
2024-10-14,Wireless Earbuds,Electronics,France,2167.55,16,922.61,In-Store
2024-10-14,Wireless Earbuds,Electronics,France,2114.95,15,877.25,Online
2024-10-14,Trail Sneakers,Footwear,Netherlands,1550.44,23,802.82,Online
2024-10-14,Smartwatch Lite,Electronics,Netherlands,1825.29,13,998.72,In-Store
2024-10-14,Adjustable Dumbbells,Fitness,Spain,4501.76,20,2131.68,Online
2024-10-14,Cotton T-Shirt,Apparel,Italy,646.86,29,235.67,In-Store
2024-10-15,Smartwatch Lite,Electronics,France,2220.26,13,940.49,Wholesale
2024-10-15,Cotton T-Shirt,Apparel,Germany,1111.95,50,383.68,Wholesale
2024-10-15,Wireless Earbuds,Electronics,France,4259.73,32,1937.72,Wholesale
2024-10-15,Running Shoes Pro,Footwear,Portugal,940.03,10,430.58,In-Store
2024-10-15,Cotton T-Shirt,Apparel,Netherlands,296.66,15,116.04,In-Store
2024-10-15,Denim Jacket,Apparel,Portugal,2156.06,25,1218.91,Wholesale
2024-10-15,Denim Jacket,Apparel,Italy,1940.5,22,1102.08,Wholesale
2024-10-15,Cotton T-Shirt,Apparel,Netherlands,211.2,10,78.37,Wholesale
2024-10-15,Adjustable Dumbbells,Fitness,Netherlands,1584.64,8,874.8,In-Store
2024-10-15,Denim Jacket,Apparel,Italy,2205.67,26,1219.49,Wholesale
2024-10-15,Wireless Earbuds,Electronics,Portugal,3744.18,30,1795.7,In-Store
2024-10-16,Running Shoes Pro,Footwear,France,2448.28,32,1358.99,Wholesale
2024-10-16,Cotton T-Shirt,Apparel,Germany,376.42,17,135.97,Online
2024-10-16,Cotton T-Shirt,Apparel,Germany,558.75,26,201.58,Wholesale
2024-10-16,Denim Jacket,Apparel,Germany,2916.87,36,1671.35,In-Store
2024-10-16,Denim Jacket,Apparel,France,845.94,10,494.73,Wholesale
2024-10-16,Adjustable Dumbbells,Fitness,Germany,3938.19,19,2046.42,In-Store
2024-10-16,Smartwatch Lite,Electronics,Germany,3458.07,20,1524.67,In-Store
2024-10-17,Cotton T-Shirt,Apparel,Germany,838.14,35,293.12,Wholesale
2024-10-17,Wireless Earbuds,Electronics,Italy,1568.07,12,712.74,In-Store
2024-10-17,Yoga Mat,Fitness,Germany,1157.11,32,458.11,In-Store
2024-10-17,Trail Sneakers,Footwear,Portugal,2257.72,33,1198.35,Wholesale
2024-10-17,Trail Sneakers,Footwear,Portugal,1456.85,22,763.34,Online
2024-10-17,Cotton T-Shirt,Apparel,Portugal,668.05,31,252.17,Online
2024-10-17,Running Shoes Pro,Footwear,Portugal,3933.7,41,1784.18,Wholesale
2024-10-17,Running Shoes Pro,Footwear,Netherlands,1564.36,16,679.04,Online
2024-10-17,Yoga Mat,Fitness,France,467.03,13,186.61,Online
2024-10-18,Running Shoes Pro,Footwear,Netherlands,2373.23,26,1096.97,Online
2024-10-18,Wireless Earbuds,Electronics,Netherlands,3105.19,28,1705.83,Online
2024-10-18,Wireless Earbuds,Electronics,Portugal,1726.92,13,770.49,In-Store
2024-10-18,Trail Sneakers,Footwear,Italy,1848.0,23,777.72,In-Store
2024-10-18,Adjustable Dumbbells,Fitness,Portugal,4170.66,21,2202.79,Online
2024-10-18,Smartwatch Lite,Electronics,Spain,819.58,6,434.31,Wholesale
2024-10-18,Running Shoes Pro,Footwear,France,2002.43,24,984.29,In-Store
2024-10-19,Yoga Mat,Fitness,Portugal,1639.62,48,655.73,Wholesale
2024-10-19,Smartwatch Lite,Electronics,France,697.04,5,389.9,In-Store
2024-10-19,Trail Sneakers,Footwear,Germany,2054.29,26,865.31,In-Store
2024-10-19,Running Shoes Pro,Footwear,France,801.06,10,399.91,In-Store
2024-10-20,Adjustable Dumbbells,Fitness,Spain,1987.85,9,991.02,Online
2024-10-20,Adjustable Dumbbells,Fitness,France,4251.28,21,2339.63,Online
2024-10-20,Running Shoes Pro,Footwear,Germany,2398.67,26,1059.28,Wholesale
2024-10-20,Adjustable Dumbbells,Fitness,France,4290.19,23,2655.47,In-Store
2024-10-20,Trail Sneakers,Footwear,Netherlands,2088.38,28,1005.22,Wholesale
2024-10-20,Denim Jacket,Apparel,Spain,1253.89,12,570.83,Wholesale
2024-10-20,Trail Sneakers,Footwear,Spain,675.19,10,346.95,In-Store
2024-10-20,Denim Jacket,Apparel,France,2852.01,33,1569.24,Wholesale
2024-10-20,Smartwatch Lite,Electronics,Spain,6923.6,40,2944.56,In-Store
2024-10-20,Smartwatch Lite,Electronics,Germany,1567.44,9,649.33,In-Store
2024-10-21,Running Shoes Pro,Footwear,Italy,1543.71,18,779.55,In-Store
2024-10-21,Wireless Earbuds,Electronics,Portugal,6143.23,49,3061.79,Wholesale
2024-10-21,Cotton T-Shirt,Apparel,France,530.27,26,216.46,Wholesale
2024-10-21,Trail Sneakers,Footwear,Netherlands,2000.63,26,942.75,Online
2024-10-21,Cotton T-Shirt,Apparel,Portugal,687.1,36,278.84,In-Store
2024-10-21,Trail Sneakers,Footwear,Netherlands,1622.32,24,856.85,In-Store
2024-10-21,Wireless Earbuds,Electronics,Italy,2561.05,19,1107.11,Online
2024-10-21,Wireless Earbuds,Electronics,France,2184.14,18,1068.84,Online
2024-10-21,Wireless Earbuds,Electronics,Portugal,4522.87,40,2483.24,Online
2024-10-22,Wireless Earbuds,Electronics,France,1229.34,10,596.19,Online
2024-10-22,Cotton T-Shirt,Apparel,Spain,589.05,26,199.61,Online
2024-10-22,Smartwatch Lite,Electronics,Portugal,1706.37,11,787.68,Online
2024-10-22,Running Shoes Pro,Footwear,Italy,4027.59,43,1731.35,Online
2024-10-23,Denim Jacket,Apparel,Portugal,2175.33,22,1047.3,Wholesale
2024-10-23,Trail Sneakers,Footwear,France,1861.14,23,815.39,Wholesale
2024-10-23,Smartwatch Lite,Electronics,Germany,1030.07,6,449.3,Online
2024-10-23,Running Shoes Pro,Footwear,Spain,654.39,8,333.2,In-Store
2024-10-23,Adjustable Dumbbells,Fitness,Spain,5166.87,23,2623.77,In-Store
2024-10-23,Running Shoes Pro,Footwear,Portugal,1202.7,13,564.21,In-Store
2024-10-24,Denim Jacket,Apparel,Portugal,968.72,11,552.54,In-Store
2024-10-24,Trail Sneakers,Footwear,Netherlands,1708.94,21,714.71,In-Store
2024-10-24,Smartwatch Lite,Electronics,Italy,1805.76,13,933.22,In-Store
2024-10-24,Yoga Mat,Fitness,France,376.8,12,171.69,Wholesale
2024-10-24,Yoga Mat,Fitness,France,1516.56,40,544.39,Online
2024-10-24,Yoga Mat,Fitness,Italy,737.67,22,315.72,In-Store
2024-10-24,Wireless Earbuds,Electronics,Germany,3453.53,31,1855.99,Online
2024-10-24,Running Shoes Pro,Footwear,Italy,326.39,4,163.33,In-Store
2024-10-25,Smartwatch Lite,Electronics,Portugal,2855.12,20,1428.73,Wholesale
2024-10-25,Cotton T-Shirt,Apparel,Portugal,575.41,26,200.53,Wholesale
2024-10-25,Running Shoes Pro,Footwear,Germany,1058.76,13,543.33,Online
2024-10-25,Adjustable Dumbbells,Fitness,Spain,2530.52,14,1518.25,Wholesale
2024-10-25,Wireless Earbuds,Electronics,Netherlands,7011.72,51,3132.26,Online
2024-10-25,Denim Jacket,Apparel,France,1334.27,13,631.57,Wholesale
2024-10-25,Cotton T-Shirt,Apparel,Netherlands,1296.65,60,474.31,Wholesale
2024-10-25,Yoga Mat,Fitness,France,827.23,23,335.45,Wholesale
2024-10-25,Denim Jacket,Apparel,France,951.71,11,542.9,In-Store
2024-10-25,Denim Jacket,Apparel,Spain,656.03,8,399.12,Wholesale
2024-10-25,Wireless Earbuds,Electronics,Italy,4105.44,35,2008.38,In-Store
2024-10-25,Cotton T-Shirt,Apparel,Spain,219.9,10,76.09,Online
2024-10-26,Adjustable Dumbbells,Fitness,Germany,5561.65,30,3345.65,Wholesale
2024-10-26,Wireless Earbuds,Electronics,France,6101.23,46,2654.48,In-Store
2024-10-26,Adjustable Dumbbells,Fitness,France,5924.38,30,3441.82,In-Store
2024-10-26,Cotton T-Shirt,Apparel,Netherlands,225.31,12,98.52,Online
2024-10-26,Yoga Mat,Fitness,Netherlands,796.45,22,314.17,In-Store
2024-10-26,Cotton T-Shirt,Apparel,Italy,460.5,24,194.04,In-Store
2024-10-27,Denim Jacket,Apparel,France,1531.5,16,737.32,Wholesale
2024-10-27,Running Shoes Pro,Footwear,France,1146.24,12,510.12,Online
2024-10-27,Smartwatch Lite,Electronics,Italy,4237.1,30,2292.77,Wholesale
2024-10-27,Trail Sneakers,Footwear,Germany,2539.65,36,1242.16,Wholesale
2024-10-27,Smartwatch Lite,Electronics,Netherlands,1534.11,9,668.98,Online
2024-10-27,Running Shoes Pro,Footwear,Netherlands,2735.63,30,1321.33,Wholesale
2024-10-27,Wireless Earbuds,Electronics,France,1770.08,16,931.96,In-Store
2024-10-27,Wireless Earbuds,Electronics,Netherlands,5054.14,36,2073.61,In-Store
2024-10-28,Yoga Mat,Fitness,Netherlands,1363.2,36,514.4,Online
2024-10-28,Yoga Mat,Fitness,France,1731.57,47,647.14,Wholesale
2024-10-28,Smartwatch Lite,Electronics,Italy,1288.2,9,662.84,Online
2024-10-28,Cotton T-Shirt,Apparel,France,261.88,11,90.62,Online
2024-10-28,Running Shoes Pro,Footwear,Germany,804.77,10,410.07,Online
2024-10-28,Adjustable Dumbbells,Fitness,Germany,4441.19,21,2395.32,In-Store
2024-10-29,Yoga Mat,Fitness,Netherlands,370.67,11,149.69,In-Store
2024-10-29,Cotton T-Shirt,Apparel,Portugal,342.04,15,117.75,Wholesale
2024-10-29,Yoga Mat,Fitness,Netherlands,507.68,14,188.93,Wholesale
2024-10-29,Wireless Earbuds,Electronics,Netherlands,1307.43,10,599.69,Wholesale
2024-10-29,Smartwatch Lite,Electronics,Italy,3115.73,21,1586.39,Wholesale
2024-10-29,Wireless Earbuds,Electronics,Italy,4981.4,40,2433.67,Wholesale
2024-10-29,Adjustable Dumbbells,Fitness,Spain,2321.63,11,1226.84,Wholesale
2024-10-30,Denim Jacket,Apparel,France,2794.68,28,1319.53,Wholesale
2024-10-30,Denim Jacket,Apparel,Netherlands,2282.97,23,1081.1,Wholesale
2024-10-31,Yoga Mat,Fitness,Netherlands,268.39,7,100.59,In-Store
2024-10-31,Adjustable Dumbbells,Fitness,Netherlands,5367.82,28,3044.02,Online
2024-10-31,Running Shoes Pro,Footwear,Germany,361.77,4,175.82,Online
2024-10-31,Running Shoes Pro,Footwear,Netherlands,1386.98,18,791.44,In-Store
2024-10-31,Denim Jacket,Apparel,Germany,3376.37,40,1833.29,Wholesale
2024-10-31,Trail Sneakers,Footwear,Portugal,1454.46,18,651.75,Online
2024-10-31,Adjustable Dumbbells,Fitness,Germany,4822.72,22,2390.64,Online
2024-10-31,Smartwatch Lite,Electronics,Netherlands,6755.21,40,3045.78,In-Store
2024-10-31,Adjustable Dumbbells,Fitness,France,6442.99,33,3720.6,In-Store
2024-10-31,Yoga Mat,Fitness,Netherlands,1195.13,40,554.21,Online
2024-11-01,Trail Sneakers,Footwear,France,1053.47,14,470.28,Online
2024-11-01,Wireless Earbuds,Electronics,Spain,3250.95,26,1602.84,In-Store
2024-11-01,Yoga Mat,Fitness,Spain,435.85,12,169.3,Online
2024-11-01,Trail Sneakers,Footwear,Netherlands,1730.89,25,912.24,Wholesale
2024-11-01,Cotton T-Shirt,Apparel,France,368.36,17,129.81,Wholesale
2024-11-01,Adjustable Dumbbells,Fitness,France,3631.98,17,1874.69,Online
2024-11-01,Cotton T-Shirt,Apparel,Netherlands,575.26,26,206.16,Online
2024-11-02,Cotton T-Shirt,Apparel,Spain,532.68,23,184.43,Online
2024-11-02,Wireless Earbuds,Electronics,Germany,5496.39,41,2433.53,Online
2024-11-02,Running Shoes Pro,Footwear,Spain,4039.23,45,1958.76,In-Store
2024-11-02,Trail Sneakers,Footwear,Portugal,2984.09,40,1467.43,Wholesale
2024-11-02,Wireless Earbuds,Electronics,Italy,2187.95,19,1169.0,Wholesale
2024-11-02,Wireless Earbuds,Electronics,Italy,1523.59,12,754.21,Online
2024-11-02,Wireless Earbuds,Electronics,Netherlands,2790.51,21,1220.55,Online
2024-11-02,Cotton T-Shirt,Apparel,Netherlands,284.38,13,107.28,Online
2024-11-02,Running Shoes Pro,Footwear,Italy,1155.49,14,563.77,In-Store
2024-11-02,Wireless Earbuds,Electronics,Netherlands,3692.05,31,1927.83,Wholesale
2024-11-03,Yoga Mat,Fitness,Netherlands,445.6,12,167.19,In-Store
2024-11-03,Denim Jacket,Apparel,Portugal,685.98,8,399.8,Wholesale
2024-11-03,Denim Jacket,Apparel,Portugal,259.95,3,145.71,In-Store
2024-11-03,Adjustable Dumbbells,Fitness,Germany,5249.53,24,2562.09,Online
2024-11-03,Denim Jacket,Apparel,Portugal,1024.96,12,560.52,Online
2024-11-03,Cotton T-Shirt,Apparel,Spain,128.2,6,47.03,Online
2024-11-03,Running Shoes Pro,Footwear,Germany,1034.98,13,570.54,Wholesale
2024-11-03,Wireless Earbuds,Electronics,France,4042.63,33,1908.46,Wholesale
2024-11-04,Adjustable Dumbbells,Fitness,Portugal,8048.33,43,4790.59,Wholesale
2024-11-04,Smartwatch Lite,Electronics,Netherlands,6140.16,40,3035.85,Online
2024-11-04,Cotton T-Shirt,Apparel,Portugal,153.87,8,65.98,Wholesale
2024-11-04,Smartwatch Lite,Electronics,France,2133.6,13,974.23,In-Store
2024-11-04,Smartwatch Lite,Electronics,Germany,2008.72,14,1005.62,Wholesale
2024-11-04,Running Shoes Pro,Footwear,France,3186.55,40,1742.91,In-Store
2024-11-04,Smartwatch Lite,Electronics,Portugal,4161.83,30,2164.52,Online
2024-11-04,Adjustable Dumbbells,Fitness,Portugal,10791.82,48,5133.55,Wholesale
2024-11-04,Trail Sneakers,Footwear,Italy,751.09,10,353.49,Online
2024-11-04,Trail Sneakers,Footwear,Netherlands,1305.63,19,687.44,In-Store
2024-11-05,Cotton T-Shirt,Apparel,Portugal,545.79,26,197.68,Wholesale
2024-11-05,Running Shoes Pro,Footwear,Netherlands,1212.32,14,616.67,Wholesale
2024-11-05,Denim Jacket,Apparel,Germany,1570.94,17,779.06,Online
2024-11-05,Adjustable Dumbbells,Fitness,France,2442.08,13,1372.94,In-Store
2024-11-05,Smartwatch Lite,Electronics,France,4460.61,27,1956.3,Online
2024-11-05,Cotton T-Shirt,Apparel,Italy,777.24,38,289.54,In-Store
2024-11-06,Smartwatch Lite,Electronics,Spain,3124.07,22,1701.8,Online
2024-11-06,Smartwatch Lite,Electronics,Portugal,2913.74,20,1480.01,In-Store
2024-11-06,Wireless Earbuds,Electronics,France,3864.55,34,1942.21,Online
2024-11-06,Trail Sneakers,Footwear,Spain,2459.38,38,1327.08,Wholesale
2024-11-06,Cotton T-Shirt,Apparel,Germany,512.13,27,207.56,Wholesale
2024-11-06,Smartwatch Lite,Electronics,Italy,1800.52,11,810.84,In-Store
2024-11-06,Wireless Earbuds,Electronics,Spain,1332.86,10,600.66,Online
2024-11-06,Denim Jacket,Apparel,Spain,1629.95,20,956.38,Wholesale
2024-11-06,Trail Sneakers,Footwear,Portugal,2026.88,31,1062.54,Online
2024-11-06,Trail Sneakers,Footwear,Italy,1544.27,19,650.43,In-Store
2024-11-06,Yoga Mat,Fitness,Germany,1465.44,45,602.35,Online
2024-11-06,Smartwatch Lite,Electronics,France,1160.08,7,547.03,Online
2024-11-07,Cotton T-Shirt,Apparel,Portugal,378.35,16,124.05,Online
2024-11-07,Denim Jacket,Apparel,Italy,2405.28,24,1150.85,Online
2024-11-07,Smartwatch Lite,Electronics,Italy,2052.43,12,916.47,Online
2024-11-07,Adjustable Dumbbells,Fitness,Germany,5633.23,25,2750.54,Online
2024-11-07,Cotton T-Shirt,Apparel,Italy,504.76,21,174.82,Wholesale
2024-11-07,Wireless Earbuds,Electronics,Netherlands,2477.88,18,1105.58,Online
2024-11-07,Denim Jacket,Apparel,Portugal,1056.14,13,614.93,Online
2024-11-07,Denim Jacket,Apparel,Portugal,3196.76,38,1880.29,In-Store
2024-11-07,Running Shoes Pro,Footwear,France,3525.71,44,1809.24,Online
2024-11-08,Wireless Earbuds,Electronics,Germany,7687.93,64,3854.49,Online
2024-11-08,Cotton T-Shirt,Apparel,Spain,383.28,19,148.85,Wholesale
2024-11-08,Wireless Earbuds,Electronics,Germany,5719.29,41,2388.24,In-Store
2024-11-08,Trail Sneakers,Footwear,Netherlands,509.12,7,250.79,Wholesale
2024-11-08,Denim Jacket,Apparel,Spain,674.61,8,368.19,Online
2024-11-08,Cotton T-Shirt,Apparel,Spain,272.65,13,99.3,Online
2024-11-08,Trail Sneakers,Footwear,Netherlands,4593.71,64,2175.82,In-Store
2024-11-09,Adjustable Dumbbells,Fitness,Germany,8409.34,42,4820.59,Wholesale
2024-11-09,Running Shoes Pro,Footwear,Netherlands,1646.35,21,891.59,Online
2024-11-09,Wireless Earbuds,Electronics,Spain,2227.47,17,1066.47,In-Store
2024-11-09,Cotton T-Shirt,Apparel,Spain,1590.16,77,634.48,Wholesale
2024-11-09,Running Shoes Pro,Footwear,Portugal,1996.44,25,1018.02,Online
2024-11-09,Running Shoes Pro,Footwear,France,310.47,4,163.78,Online
2024-11-09,Cotton T-Shirt,Apparel,Germany,342.91,15,124.99,In-Store
2024-11-09,Yoga Mat,Fitness,Spain,676.19,21,298.96,Wholesale
2024-11-09,Denim Jacket,Apparel,Spain,1903.26,19,888.26,In-Store
2024-11-10,Cotton T-Shirt,Apparel,Portugal,843.74,36,283.51,In-Store
2024-11-10,Smartwatch Lite,Electronics,France,1543.63,10,779.57,Online
2024-11-10,Trail Sneakers,Footwear,Spain,635.18,10,352.23,Online
2024-11-10,Smartwatch Lite,Electronics,Germany,3743.1,23,1661.98,In-Store
